atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-028,pattern,skeleton,mutations:\n- primary_id: <id>\n  field: <col>\n  before: <value>\n  after: <value>\n  reason: <short>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-028"", ""skeleton"": ""mutations:\\n- primary_id: <id>\\n  field: <col>\\n  before: <value>\\n  after: <value>\\n  reason: <short>""}","[""kind:skeleton"", ""parent:PAT-028""]",output_patterns_gardenier_prompt_compiler_agent,PAT-028,29
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-028,rule,notes,Track synthetic edits during polishing,"{""notes"": ""Track synthetic edits during polishing"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-028""}","[""kind:notes"", ""parent:PAT-028""]",output_patterns_gardenier_prompt_compiler_agent,PAT-028,29
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-028,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-028"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-028""]",output_patterns_gardenier_prompt_compiler_agent,PAT-028,29
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-028,value,output_type,row_mutation_log,"{""output_type"": ""row_mutation_log"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-028""}","[""kind:output_type"", ""parent:PAT-028""]",output_patterns_gardenier_prompt_compiler_agent,PAT-028,29
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-029,rule,output_pattern_profile,Normalization Spec,"{""_reconstructed_from_len"": 7, ""notes"": ""For consistent formatting across datasets"", ""output_type"": ""normalization_spec"", ""pattern_id"": ""PAT-029"", ""pattern_name"": ""Normalization Spec"", ""raw_line"": ""PAT-029,normalization_spec,Normalization Spec,\""\""\""normalizations:\\n- field: <col>\\n  rule: <e.g.\"",\""trim/uppercase/map>\\n  examples:\\n  - before: <v>\\n    after: <v>\""\""\"",For consistent formatting across datasets,medium"", ""risk_baseline"": ""medium"", ""skeleton"": ""\""normalizations:\\n- field: <col>\\n  rule: <e.g.,trim/uppercase/map>\\n  examples:\\n  - before: <v>\\n    after: <v>\""""}","[""kind:output_pattern_profile"", ""output_type:normalization_spec"", ""pattern_id:PAT-029"", ""risk:medium""]",output_patterns_gardenier_prompt_compiler_agent,PAT-029,30
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-029,pattern,skeleton,"""normalizations:\n- field: <col>\n  rule: <e.g.,trim/uppercase/map>\n  examples:\n  - before: <v>\n    after: <v>""","{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-029"", ""skeleton"": ""\""normalizations:\\n- field: <col>\\n  rule: <e.g.,trim/uppercase/map>\\n  examples:\\n  - before: <v>\\n    after: <v>\""""}","[""kind:skeleton"", ""parent:PAT-029""]",output_patterns_gardenier_prompt_compiler_agent,PAT-029,30
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-029,rule,notes,For consistent formatting across datasets,"{""notes"": ""For consistent formatting across datasets"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-029""}","[""kind:notes"", ""parent:PAT-029""]",output_patterns_gardenier_prompt_compiler_agent,PAT-029,30
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-029,value,risk_baseline,medium,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-029"", ""risk_baseline"": ""medium""}","[""kind:risk_baseline"", ""parent:PAT-029""]",output_patterns_gardenier_prompt_compiler_agent,PAT-029,30
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-029,value,output_type,normalization_spec,"{""output_type"": ""normalization_spec"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-029""}","[""kind:output_type"", ""parent:PAT-029""]",output_patterns_gardenier_prompt_compiler_agent,PAT-029,30
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-030,rule,output_pattern_profile,Banlist Spec,"{""_reconstructed_from_len"": 6, ""notes"": ""Supports “no lore words” / disallowed phrasing rules"", ""output_type"": ""field_banlist"", ""pattern_id"": ""PAT-030"", ""pattern_name"": ""Banlist Spec"", ""raw_line"": ""PAT-030,field_banlist,Banlist Spec,\""\""\""banlist:\\n- term: <string>\\n  reason: <short>\\n  severity: <low/med/high>\""\""\"",Supports “no lore words” / disallowed phrasing rules,medium"", ""risk_baseline"": ""medium"", ""skeleton"": ""banlist:\\n- term: <string>\\n  reason: <short>\\n  severity: <low/med/high>""}","[""kind:output_pattern_profile"", ""output_type:field_banlist"", ""pattern_id:PAT-030"", ""risk:medium""]",output_patterns_gardenier_prompt_compiler_agent,PAT-030,31
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-030,pattern,skeleton,banlist:\n- term: <string>\n  reason: <short>\n  severity: <low/med/high>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-030"", ""skeleton"": ""banlist:\\n- term: <string>\\n  reason: <short>\\n  severity: <low/med/high>""}","[""kind:skeleton"", ""parent:PAT-030""]",output_patterns_gardenier_prompt_compiler_agent,PAT-030,31
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-030,rule,notes,Supports “no lore words” / disallowed phrasing rules,"{""notes"": ""Supports “no lore words” / disallowed phrasing rules"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-030""}","[""kind:notes"", ""parent:PAT-030""]",output_patterns_gardenier_prompt_compiler_agent,PAT-030,31
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-030,value,risk_baseline,medium,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-030"", ""risk_baseline"": ""medium""}","[""kind:risk_baseline"", ""parent:PAT-030""]",output_patterns_gardenier_prompt_compiler_agent,PAT-030,31
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-030,value,output_type,field_banlist,"{""output_type"": ""field_banlist"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-030""}","[""kind:output_type"", ""parent:PAT-030""]",output_patterns_gardenier_prompt_compiler_agent,PAT-030,31
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031,rule,output_pattern_profile,Output Style Guide,"{""_reconstructed_from_len"": 6, ""notes"": ""Enforces consistent house style across generated artifacts"", ""output_type"": ""style_guide"", ""pattern_id"": ""PAT-031"", ""pattern_name"": ""Output Style Guide"", ""raw_line"": ""PAT-031,style_guide,Output Style Guide,\""\""\""do:\\n- <rule>\\ndont:\\n- <rule>\\nexamples:\\n- good: <snippet>\\n- bad: <snippet>\""\""\"",Enforces consistent house style across generated artifacts,low"", ""risk_baseline"": ""low"", ""skeleton"": ""do:\\n- <rule>\\ndont:\\n- <rule>\\nexamples:\\n- good: <snippet>\\n- bad: <snippet>""}","[""kind:output_pattern_profile"", ""output_type:style_guide"", ""pattern_id:PAT-031"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-031,32
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-031,pattern,skeleton,do:\n- <rule>\ndont:\n- <rule>\nexamples:\n- good: <snippet>\n- bad: <snippet>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031"", ""skeleton"": ""do:\\n- <rule>\\ndont:\\n- <rule>\\nexamples:\\n- good: <snippet>\\n- bad: <snippet>""}","[""kind:skeleton"", ""parent:PAT-031""]",output_patterns_gardenier_prompt_compiler_agent,PAT-031,32
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-031,rule,notes,Enforces consistent house style across generated artifacts,"{""notes"": ""Enforces consistent house style across generated artifacts"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031""}","[""kind:notes"", ""parent:PAT-031""]",output_patterns_gardenier_prompt_compiler_agent,PAT-031,32
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-031,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-031""]",output_patterns_gardenier_prompt_compiler_agent,PAT-031,32
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-031,value,output_type,style_guide,"{""output_type"": ""style_guide"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031""}","[""kind:output_type"", ""parent:PAT-031""]",output_patterns_gardenier_prompt_compiler_agent,PAT-031,32
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-032,rule,output_pattern_profile,Router Explanation,"{""_reconstructed_from_len"": 6, ""notes"": ""More verbose routing decision for debugging"", ""output_type"": ""router_explain"", ""pattern_id"": ""PAT-032"", ""pattern_name"": ""Router Explanation"", ""raw_line"": ""PAT-032,router_explain,Router Explanation,\""\""\""input_summary: <1 line>\\ncandidates:\\n- domain_type: <type>\\n  score: <0-1>\\n  reason: <short>\\nfinal:\\n  domain_type: <type>\\n  template_id: <id>\""\""\"",More verbose routing decision for debugging,low"", ""risk_baseline"": ""low"", ""skeleton"": ""input_summary: <1 line>\\ncandidates:\\n- domain_type: <type>\\n  score: <0-1>\\n  reason: <short>\\nfinal:\\n  domain_type: <type>\\n  template_id: <id>""}","[""kind:output_pattern_profile"", ""output_type:router_explain"", ""pattern_id:PAT-032"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-032,33
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-032,pattern,skeleton,input_summary: <1 line>\ncandidates:\n- domain_type: <type>\n  score: <0-1>\n  reason: <short>\nfinal:\n  domain_type: <type>\n  template_id: <id>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-032"", ""skeleton"": ""input_summary: <1 line>\\ncandidates:\\n- domain_type: <type>\\n  score: <0-1>\\n  reason: <short>\\nfinal:\\n  domain_type: <type>\\n  template_id: <id>""}","[""kind:skeleton"", ""parent:PAT-032""]",output_patterns_gardenier_prompt_compiler_agent,PAT-032,33
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-032,rule,notes,More verbose routing decision for debugging,"{""notes"": ""More verbose routing decision for debugging"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-032""}","[""kind:notes"", ""parent:PAT-032""]",output_patterns_gardenier_prompt_compiler_agent,PAT-032,33
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-032,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-032"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-032""]",output_patterns_gardenier_prompt_compiler_agent,PAT-032,33
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-032,value,output_type,router_explain,"{""output_type"": ""router_explain"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-032""}","[""kind:output_type"", ""parent:PAT-032""]",output_patterns_gardenier_prompt_compiler_agent,PAT-032,33
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-033,rule,output_pattern_profile,Template Pick Report,"{""_reconstructed_from_len"": 6, ""notes"": ""Bridges routing -> compilation"", ""output_type"": ""template_pick_report"", ""pattern_id"": ""PAT-033"", ""pattern_name"": ""Template Pick Report"", ""raw_line"": ""PAT-033,template_pick_report,Template Pick Report,\""\""\""domain_type: <type>\\nselected_template_id: <id>\\nalternates:\\n- <id>\\nconstraints_applied:\\n- <constraint>\""\""\"",Bridges routing -> compilation,low"", ""risk_baseline"": ""low"", ""skeleton"": ""domain_type: <type>\\nselected_template_id: <id>\\nalternates:\\n- <id>\\nconstraints_applied:\\n- <constraint>""}","[""kind:output_pattern_profile"", ""output_type:template_pick_report"", ""pattern_id:PAT-033"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-033,34
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-033,pattern,skeleton,domain_type: <type>\nselected_template_id: <id>\nalternates:\n- <id>\nconstraints_applied:\n- <constraint>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-033"", ""skeleton"": ""domain_type: <type>\\nselected_template_id: <id>\\nalternates:\\n- <id>\\nconstraints_applied:\\n- <constraint>""}","[""kind:skeleton"", ""parent:PAT-033""]",output_patterns_gardenier_prompt_compiler_agent,PAT-033,34
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-033,rule,notes,Bridges routing -> compilation,"{""notes"": ""Bridges routing -> compilation"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-033""}","[""kind:notes"", ""parent:PAT-033""]",output_patterns_gardenier_prompt_compiler_agent,PAT-033,34
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-033,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-033"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-033""]",output_patterns_gardenier_prompt_compiler_agent,PAT-033,34
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-033,value,output_type,template_pick_report,"{""output_type"": ""template_pick_report"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-033""}","[""kind:output_type"", ""parent:PAT-033""]",output_patterns_gardenier_prompt_compiler_agent,PAT-033,34
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-034,rule,output_pattern_profile,Compilation Trace,"{""_reconstructed_from_len"": 6, ""notes"": ""Non-sensitive trace of compile pipeline (text-only)"", ""output_type"": ""compilation_trace"", ""pattern_id"": ""PAT-034"", ""pattern_name"": ""Compilation Trace"", ""raw_line"": ""PAT-034,compilation_trace,Compilation Trace,\""\""\""steps:\\n- step: <name>\\n  input: <short>\\n  output: <short>\\nnotes: <short>\""\""\"",Non-sensitive trace of compile pipeline (text-only),medium"", ""risk_baseline"": ""medium"", ""skeleton"": ""steps:\\n- step: <name>\\n  input: <short>\\n  output: <short>\\nnotes: <short>""}","[""kind:output_pattern_profile"", ""output_type:compilation_trace"", ""pattern_id:PAT-034"", ""risk:medium""]",output_patterns_gardenier_prompt_compiler_agent,PAT-034,35
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-034,pattern,skeleton,steps:\n- step: <name>\n  input: <short>\n  output: <short>\nnotes: <short>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-034"", ""skeleton"": ""steps:\\n- step: <name>\\n  input: <short>\\n  output: <short>\\nnotes: <short>""}","[""kind:skeleton"", ""parent:PAT-034""]",output_patterns_gardenier_prompt_compiler_agent,PAT-034,35
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-034,rule,notes,Non-sensitive trace of compile pipeline (text-only),"{""notes"": ""Non-sensitive trace of compile pipeline (text-only)"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-034""}","[""kind:notes"", ""parent:PAT-034""]",output_patterns_gardenier_prompt_compiler_agent,PAT-034,35
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-034,value,risk_baseline,medium,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-034"", ""risk_baseline"": ""medium""}","[""kind:risk_baseline"", ""parent:PAT-034""]",output_patterns_gardenier_prompt_compiler_agent,PAT-034,35
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-034,value,output_type,compilation_trace,"{""output_type"": ""compilation_trace"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-034""}","[""kind:output_type"", ""parent:PAT-034""]",output_patterns_gardenier_prompt_compiler_agent,PAT-034,35
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-035,rule,output_pattern_profile,Policy Alignment Card,"{""_reconstructed_from_len"": 6, ""notes"": ""Shows which guardrails/constraints were applied"", ""output_type"": ""policy_alignment_card"", ""pattern_id"": ""PAT-035"", ""pattern_name"": ""Policy Alignment Card"", ""raw_line"": ""PAT-035,policy_alignment_card,Policy Alignment Card,\""\""\""policy_set: <name>\\nalignment:\\n- rule_id: <id>\\n  status: <ok/warn/fail>\\n  note: <short>\""\""\"",Shows which guardrails/constraints were applied,medium"", ""risk_baseline"": ""medium"", ""skeleton"": ""policy_set: <name>\\nalignment:\\n- rule_id: <id>\\n  status: <ok/warn/fail>\\n  note: <short>""}","[""kind:output_pattern_profile"", ""output_type:policy_alignment_card"", ""pattern_id:PAT-035"", ""risk:medium""]",output_patterns_gardenier_prompt_compiler_agent,PAT-035,36
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-035,pattern,skeleton,policy_set: <name>\nalignment:\n- rule_id: <id>\n  status: <ok/warn/fail>\n  note: <short>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-035"", ""skeleton"": ""policy_set: <name>\\nalignment:\\n- rule_id: <id>\\n  status: <ok/warn/fail>\\n  note: <short>""}","[""kind:skeleton"", ""parent:PAT-035""]",output_patterns_gardenier_prompt_compiler_agent,PAT-035,36
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-035,rule,notes,Shows which guardrails/constraints were applied,"{""notes"": ""Shows which guardrails/constraints were applied"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-035""}","[""kind:notes"", ""parent:PAT-035""]",output_patterns_gardenier_prompt_compiler_agent,PAT-035,36
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-035,value,risk_baseline,medium,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-035"", ""risk_baseline"": ""medium""}","[""kind:risk_baseline"", ""parent:PAT-035""]",output_patterns_gardenier_prompt_compiler_agent,PAT-035,36
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-035,value,output_type,policy_alignment_card,"{""output_type"": ""policy_alignment_card"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-035""}","[""kind:output_type"", ""parent:PAT-035""]",output_patterns_gardenier_prompt_compiler_agent,PAT-035,36
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-036,rule,output_pattern_profile,Assumption Diff,"{""_reconstructed_from_len"": 6, ""notes"": ""Useful when /assume modifies an SPO"", ""output_type"": ""assumption_diff"", ""pattern_id"": ""PAT-036"", ""pattern_name"": ""Assumption Diff"", ""raw_line"": ""PAT-036,assumption_diff,Assumption Diff,\""\""\""assumptions_added:\\n- <missing_input_type>: <default_value>\\nassumptions_asked:\\n- <missing_input_type>\\nimpact:\\n- <1 line>\""\""\"",Useful when /assume modifies an SPO,low"", ""risk_baseline"": ""low"", ""skeleton"": ""assumptions_added:\\n- <missing_input_type>: <default_value>\\nassumptions_asked:\\n- <missing_input_type>\\nimpact:\\n- <1 line>""}","[""kind:output_pattern_profile"", ""output_type:assumption_diff"", ""pattern_id:PAT-036"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-036,37
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-036,pattern,skeleton,assumptions_added:\n- <missing_input_type>: <default_value>\nassumptions_asked:\n- <missing_input_type>\nimpact:\n- <1 line>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-036"", ""skeleton"": ""assumptions_added:\\n- <missing_input_type>: <default_value>\\nassumptions_asked:\\n- <missing_input_type>\\nimpact:\\n- <1 line>""}","[""kind:skeleton"", ""parent:PAT-036""]",output_patterns_gardenier_prompt_compiler_agent,PAT-036,37
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-036,rule,notes,Useful when /assume modifies an SPO,"{""notes"": ""Useful when /assume modifies an SPO"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-036""}","[""kind:notes"", ""parent:PAT-036""]",output_patterns_gardenier_prompt_compiler_agent,PAT-036,37
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-036,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-036"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-036""]",output_patterns_gardenier_prompt_compiler_agent,PAT-036,37
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-036,value,output_type,assumption_diff,"{""output_type"": ""assumption_diff"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-036""}","[""kind:output_type"", ""parent:PAT-036""]",output_patterns_gardenier_prompt_compiler_agent,PAT-036,37
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-037,rule,output_pattern_profile,Open Questions List,"{""_reconstructed_from_len"": 6, ""notes"": ""Extracts unknowns without rewriting full SPO"", ""output_type"": ""open_questions_list"", ""pattern_id"": ""PAT-037"", ""pattern_name"": ""Open Questions List"", ""raw_line"": ""PAT-037,open_questions_list,Open Questions List,\""\""\""open_questions:\\n- question: <text>\\n  why_needed: <short>\\n  blocking: <true/false>\""\""\"",Extracts unknowns without rewriting full SPO,low"", ""risk_baseline"": ""low"", ""skeleton"": ""open_questions:\\n- question: <text>\\n  why_needed: <short>\\n  blocking: <true/false>""}","[""kind:output_pattern_profile"", ""output_type:open_questions_list"", ""pattern_id:PAT-037"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-037,38
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-037,pattern,skeleton,open_questions:\n- question: <text>\n  why_needed: <short>\n  blocking: <true/false>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-037"", ""skeleton"": ""open_questions:\\n- question: <text>\\n  why_needed: <short>\\n  blocking: <true/false>""}","[""kind:skeleton"", ""parent:PAT-037""]",output_patterns_gardenier_prompt_compiler_agent,PAT-037,38
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-037,rule,notes,Extracts unknowns without rewriting full SPO,"{""notes"": ""Extracts unknowns without rewriting full SPO"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-037""}","[""kind:notes"", ""parent:PAT-037""]",output_patterns_gardenier_prompt_compiler_agent,PAT-037,38
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-037,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-037"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-037""]",output_patterns_gardenier_prompt_compiler_agent,PAT-037,38
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-037,value,output_type,open_questions_list,"{""output_type"": ""open_questions_list"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-037""}","[""kind:output_type"", ""parent:PAT-037""]",output_patterns_gardenier_prompt_compiler_agent,PAT-037,38
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-038,rule,output_pattern_profile,Implementation Checklist,"{""_reconstructed_from_len"": 6, ""notes"": ""For workflow notes / rollout plans"", ""output_type"": ""implementation_checklist"", ""pattern_id"": ""PAT-038"", ""pattern_name"": ""Implementation Checklist"", ""raw_line"": ""PAT-038,implementation_checklist,Implementation Checklist,\""\""\""checklist:\\n- item: <task>\\n  owner: <role>\\n  done: <true/false>\\nnotes: <short>\""\""\"",For workflow notes / rollout plans,low"", ""risk_baseline"": ""low"", ""skeleton"": ""checklist:\\n- item: <task>\\n  owner: <role>\\n  done: <true/false>\\nnotes: <short>""}","[""kind:output_pattern_profile"", ""output_type:implementation_checklist"", ""pattern_id:PAT-038"", ""risk:low""]",output_patterns_gardenier_prompt_compiler_agent,PAT-038,39
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-038,pattern,skeleton,checklist:\n- item: <task>\n  owner: <role>\n  done: <true/false>\nnotes: <short>,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-038"", ""skeleton"": ""checklist:\\n- item: <task>\\n  owner: <role>\\n  done: <true/false>\\nnotes: <short>""}","[""kind:skeleton"", ""parent:PAT-038""]",output_patterns_gardenier_prompt_compiler_agent,PAT-038,39
ATOM:output_patterns_gardenier_prompt_compiler_agent:NOTES:PAT-038,rule,notes,For workflow notes / rollout plans,"{""notes"": ""For workflow notes / rollout plans"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-038""}","[""kind:notes"", ""parent:PAT-038""]",output_patterns_gardenier_prompt_compiler_agent,PAT-038,39
ATOM:output_patterns_gardenier_prompt_compiler_agent:RISK:PAT-038,value,risk_baseline,low,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-038"", ""risk_baseline"": ""low""}","[""kind:risk_baseline"", ""parent:PAT-038""]",output_patterns_gardenier_prompt_compiler_agent,PAT-038,39
ATOM:output_patterns_gardenier_prompt_compiler_agent:OUTPUT_TYPE:PAT-038,value,output_type,implementation_checklist,"{""output_type"": ""implementation_checklist"", ""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-038""}","[""kind:output_type"", ""parent:PAT-038""]",output_patterns_gardenier_prompt_compiler_agent,PAT-038,39
ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-039,rule,output_pattern_profile,Runbook,"{""_reconstructed_from_len"": 6, ""notes"": ""Operational doc skeleton for builders"", ""output_type"": ""runbook"", ""pattern_id"": ""PAT-039"", ""pattern_name"": ""Runbook"", ""raw_line"": ""PAT-039,runbook,Runbook,\""\""\""# Purpose\\n\\n# Prereqs\\n\\n# Steps\\n1. \\n\\n# Verification\\n\\n# Rollback\\n\\n# Notes\""\""\"",Operational doc skeleton for builders,medium"", ""risk_baseline"": ""medium"", ""skeleton"": ""# Purpose\\n\\n# Prereqs\\n\\n# Steps\\n1. \\n\\n# Verification\\n\\n# Rollback\\n\\n# Notes""}","[""kind:output_pattern_profile"", ""output_type:runbook"", ""pattern_id:PAT-039"", ""risk:medium""]",output_patterns_gardenier_prompt_compiler_agent,PAT-039,40
ATOM:output_patterns_gardenier_prompt_compiler_agent:SKELETON:PAT-039,pattern,skeleton,# Purpose\n\n# Prereqs\n\n# Steps\n1. \n\n# Verification\n\n# Rollback\n\n# Notes,"{""parent"": ""ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-039"", ""skeleton"": ""# Purpose\\n\\n# Prereqs\\n\\n# Steps\\n1. \\n\\n# Verification\\n\\n# Rollback\\n\\n# Notes""}","[""kind:skeleton"", ""parent:PAT-039""]",output_patterns_gardenier_prompt_compiler_agent,PAT-039,40
