edge_id,src_atom_id,dst_atom_id,relation_type,rule_id,confidence,evidence_json,notes
EDGE:V1:000084,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-022,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-022,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-022""}",
EDGE:V1:000085,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-023,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-023,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-023""}",
EDGE:V1:000086,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-024,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-024,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-024""}",
EDGE:V1:000087,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-025,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-025,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-025""}",
EDGE:V1:000088,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-026,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-026,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-026""}",
EDGE:V1:000089,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-027,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-027,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-027""}",
EDGE:V1:000090,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-028,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-028,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-028""}",
EDGE:V1:000091,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-029,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-029,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-029""}",
EDGE:V1:000092,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-030,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-030,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-030""}",
EDGE:V1:000093,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-031,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-031,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-031""}",
EDGE:V1:000094,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-032,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-032,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-032""}",
EDGE:V1:000095,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-033,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-033,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-033""}",
EDGE:V1:000096,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-034,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-034,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-034""}",
EDGE:V1:000097,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-035,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-035,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-035""}",
EDGE:V1:000098,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-036,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-036,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-036""}",
EDGE:V1:000099,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-037,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-037,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-037""}",
EDGE:V1:000100,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-038,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-038,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-038""}",
EDGE:V1:000101,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-039,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-039,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-039""}",
EDGE:V1:000102,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-040,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-040,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-040""}",
EDGE:V1:000103,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-041,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-041,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-041""}",
EDGE:V1:000104,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-042,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-042,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-042""}",
EDGE:V1:000105,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-043,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-043,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-043""}",
EDGE:V1:000106,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-044,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-044,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-044""}",
EDGE:V1:000107,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-045,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-045,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-045""}",
EDGE:V1:000108,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-046,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-046,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-046""}",
EDGE:V1:000109,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-047,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-047,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-047""}",
EDGE:V1:000110,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-048,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-048,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-048""}",
EDGE:V1:000111,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-049,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-049,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-049""}",
EDGE:V1:000112,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-050,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-050,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-050""}",
EDGE:V1:000113,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-051,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-051,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-051""}",
EDGE:V1:000114,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-052,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-052,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-052""}",
EDGE:V1:000115,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-053,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-053,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-053""}",
EDGE:V1:000116,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-054,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-054,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-054""}",
EDGE:V1:000117,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-055,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-055,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-055""}",
EDGE:V1:000118,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-056,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-056,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-056""}",
EDGE:V1:000119,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-057,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-057,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-057""}",
EDGE:V1:000120,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-058,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-058,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-058""}",
EDGE:V1:000121,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-059,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-059,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-059""}",
EDGE:V1:000122,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-060,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-060,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-060""}",
EDGE:V1:000123,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-061,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-061,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-061""}",
EDGE:V1:000124,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-062,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-062,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-062""}",
EDGE:V1:000125,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-063,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-063,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-063""}",
EDGE:V1:000126,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-064,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-064,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-064""}",
EDGE:V1:000127,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-065,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-065,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-065""}",
EDGE:V1:000128,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-066,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-066,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-066""}",
EDGE:V1:000129,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-067,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-067,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-067""}",
EDGE:V1:000130,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-068,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-068,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-068""}",
EDGE:V1:000131,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-069,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-069,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-069""}",
EDGE:V1:000132,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-070,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-070,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-070""}",
EDGE:V1:000133,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-071,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-071,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-071""}",
EDGE:V1:000134,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-072,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-072,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-072""}",
EDGE:V1:000135,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-073,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-073,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-073""}",
EDGE:V1:000136,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-074,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-074,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-074""}",
EDGE:V1:000137,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-075,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-075,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-075""}",
EDGE:V1:000138,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-076,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-076,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-076""}",
EDGE:V1:000139,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-077,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-077,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-077""}",
EDGE:V1:000140,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-078,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-078,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-078""}",
EDGE:V1:000141,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-079,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-079,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-079""}",
EDGE:V1:000142,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-080,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-080,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-080""}",
EDGE:V1:000143,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-081,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-081,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-081""}",
EDGE:V1:000144,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-082,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-082,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-082""}",
EDGE:V1:000145,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-083,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-083,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-083""}",
EDGE:V1:000146,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-084,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-084,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-084""}",
EDGE:V1:000147,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-085,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-085,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-085""}",
EDGE:V1:000148,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-086,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-086,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-086""}",
EDGE:V1:000149,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-087,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-087,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-087""}",
EDGE:V1:000150,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-088,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-088,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-088""}",
EDGE:V1:000151,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-089,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-089,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-089""}",
EDGE:V1:000152,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-090,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-090,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-090""}",
EDGE:V1:000153,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-091,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-091,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-091""}",
EDGE:V1:000154,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-092,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-092,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-092""}",
EDGE:V1:000155,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-093,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-093,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-093""}",
EDGE:V1:000156,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-094,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-094,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-094""}",
EDGE:V1:000157,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-095,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-095,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-095""}",
EDGE:V1:000158,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-096,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-096,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-096""}",
EDGE:V1:000159,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-097,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-097,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-097""}",
EDGE:V1:000160,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-098,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-098,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-098""}",
EDGE:V1:000161,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-099,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-099,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-099""}",
EDGE:V1:000162,ATOM:validation_rules_prompt_compiler_gardenier:PROFILE:TP-100,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-100,equivalent_tone,R3_TONE_ID_EQUIVALENCE,0.99,"{""tone_id"": ""TP-100""}",
EDGE:V1:000163,ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-001,selects_tone_policy,R4_TEMPLATE_TONE_FUZZY,0.82,"{""match_score"": 0.667, ""template_id"": ""TPL_PROJECT_SPEC_V1"", ""tone_policy_ref"": ""Clear and practical""}",
EDGE:V1:000164,ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_ENGINEERING_V1,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-002,selects_tone_policy,R4_TEMPLATE_TONE_FUZZY,0.82,"{""match_score"": 0.667, ""template_id"": ""TPL_ENGINEERING_V1"", ""tone_policy_ref"": ""Precise and cautious""}",
EDGE:V1:000165,ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_CREATIVE_V1,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-004,selects_tone_policy,R4_TEMPLATE_TONE_FUZZY,0.82,"{""match_score"": 0.667, ""template_id"": ""TPL_CREATIVE_V1"", ""tone_policy_ref"": ""Playful but controlled""}",
EDGE:V1:000166,ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_SCHEMA_MIGRATION_V1,ATOM:tone_policy_prompt_compiler_gardenier:PROFILE:TP-002,selects_tone_policy,R4_TEMPLATE_TONE_FUZZY,0.82,"{""match_score"": 0.667, ""template_id"": ""TPL_SCHEMA_MIGRATION_V1"", ""tone_policy_ref"": ""Cautious and precise""}",
EDGE:V1:000167,ATOM:command_mode_prompt_compiler:PROFILE:/styleguide,ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-031,produces_output_pattern,R5_COMMAND_OUTPUTTYPE_TO_PATTERN,0.9,"{""command"": ""/styleguide"", ""output_type"": ""style_guide""}",
EDGE:V1:000168,ATOM:command_mode_prompt_compiler:PROFILE:/rollback,ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-088,produces_output_pattern,R5_COMMAND_OUTPUTTYPE_TO_PATTERN,0.9,"{""command"": ""/rollback"", ""output_type"": ""rollback_plan""}",
EDGE:V1:000169,ATOM:command_mode_prompt_compiler:PROFILE:/release,ATOM:output_patterns_gardenier_prompt_compiler_agent:PROFILE:PAT-046,produces_output_pattern,R5_COMMAND_OUTPUTTYPE_TO_PATTERN,0.9,"{""command"": ""/release"", ""output_type"": ""release_notes""}",
EDGE:V1:000170,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_GOAL,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_GOAL""}",
EDGE:V1:000171,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_AUDIENCE,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_AUDIENCE""}",
EDGE:V1:000172,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_SCOPE,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_SCOPE""}",
EDGE:V1:000173,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_USERS,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_USERS""}",
EDGE:V1:000174,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_SUCCESS_METRICS,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_SUCCESS_METRICS""}",
EDGE:V1:000175,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_NON_GOALS,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_NON_GOALS""}",
EDGE:V1:000176,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_CONSTRAINTS""}",
EDGE:V1:000177,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_TIMELINE""}",
EDGE:V1:000178,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_DEPENDENCIES""}",
EDGE:V1:000179,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS,ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""project_spec"", ""policy_id"": ""AP_PROJECT_RISKS""}",
EDGE:V1:000180,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_CONTEXT,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_CONTEXT""}",
EDGE:V1:000181,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_LANGUAGE,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_LANGUAGE""}",
EDGE:V1:000182,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_RUNTIME,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_RUNTIME""}",
