atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:command_mode_prompt_compiler:ALIAS:/exportmd:01,pattern,alias,Keep headings stable,"{""alias"": ""Keep headings stable"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportmd""}","[""kind:alias"", ""parent:/exportmd""]",command_mode_prompt_compiler,/exportmd,39
ATOM:command_mode_prompt_compiler:RAGKW:/exportmd:01,pattern,rag_keyword,"markdown""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportmd"", ""rag_keyword"": ""markdown\""""}","[""kind:rag_keyword"", ""parent:/exportmd""]",command_mode_prompt_compiler,/exportmd,39
ATOM:command_mode_prompt_compiler:SAFETY:/exportmd,rule,safety_note,"""export","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportmd"", ""safety_note"": ""\""export""}","[""kind:safety_note"", ""parent:/exportmd""]",command_mode_prompt_compiler,/exportmd,39
ATOM:command_mode_prompt_compiler:PHASE:/exportmd,value,phase,export,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportmd"", ""phase"": ""export""}","[""kind:phase"", ""parent:/exportmd""]",command_mode_prompt_compiler,/exportmd,39
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/exportmd,value,output_type,export,"{""output_type"": ""export"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportmd""}","[""kind:output_type"", ""parent:/exportmd""]",command_mode_prompt_compiler,/exportmd,39
ATOM:command_mode_prompt_compiler:PROFILE:/exportjson,rule,command_profile,JSON Export,"{""aliases"": ""Validate JSON structure"", ""category"": """", ""command"": ""/exportjson"", ""description"": ""Export the final artifact as JSON,Machine-readable export"", ""intended_use"": ""json"", ""mode_name"": ""JSON"", ""output_type"": ""export"", ""parse_reconstructed_from_len"": 12, ""phase"": ""export"", ""rag_keywords"": ""json\"""", ""raw_line"": ""/exportjson,JSON,JSON Export,Export the final artifact as JSON,Machine-readable export,json,export,export,,Validate JSON structure,\""\""\""export\"",\""json\""\""\"""", ""safety_note"": ""\""export"", ""short_label"": ""JSON Export""}","[""category:"", ""command:/exportjson"", ""kind:command_profile"", ""mode_name:JSON"", ""output_type:export"", ""phase:export""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:ALIAS:/exportjson:01,pattern,alias,Validate JSON structure,"{""alias"": ""Validate JSON structure"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportjson""}","[""kind:alias"", ""parent:/exportjson""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:RAGKW:/exportjson:01,pattern,rag_keyword,"json""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportjson"", ""rag_keyword"": ""json\""""}","[""kind:rag_keyword"", ""parent:/exportjson""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:SAFETY:/exportjson,rule,safety_note,"""export","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportjson"", ""safety_note"": ""\""export""}","[""kind:safety_note"", ""parent:/exportjson""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:PHASE:/exportjson,value,phase,export,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportjson"", ""phase"": ""export""}","[""kind:phase"", ""parent:/exportjson""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/exportjson,value,output_type,export,"{""output_type"": ""export"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/exportjson""}","[""kind:output_type"", ""parent:/exportjson""]",command_mode_prompt_compiler,/exportjson,40
ATOM:command_mode_prompt_compiler:PROFILE:/canon,rule,command_profile,Convert,"{""aliases"": ""No extra facts; preserve fields"", ""category"": ""/compile"", ""command"": ""/canon"", ""description"": ""Canonicalize rows/specs into the standard [ROW] text doc form,Vector upsert prep"", ""intended_use"": ""canonical_text"", ""mode_name"": ""Canonicalizer"", ""output_type"": ""compile"", ""parse_reconstructed_from_len"": 12, ""phase"": ""compiler"", ""rag_keywords"": ""row format\"""", ""raw_line"": ""/canon,Canonicalizer,Convert,Canonicalize rows/specs into the standard [ROW] text doc form,Vector upsert prep,canonical_text,compile,compiler,\""\""\""/compile\""\""\"",No extra facts; preserve fields,\""\""\""canonicalize\"",\""row format\""\""\"""", ""safety_note"": ""\""canonicalize"", ""short_label"": ""Convert""}","[""category:/compile"", ""command:/canon"", ""kind:command_profile"", ""mode_name:Canonicalizer"", ""output_type:compile"", ""phase:compiler""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:ALIAS:/canon:01,pattern,alias,No extra facts,"{""alias"": ""No extra facts"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon""}","[""kind:alias"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:ALIAS:/canon:02,pattern,alias,preserve fields,"{""alias"": ""preserve fields"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon""}","[""kind:alias"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:RAGKW:/canon:01,pattern,rag_keyword,"row format""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon"", ""rag_keyword"": ""row format\""""}","[""kind:rag_keyword"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:SAFETY:/canon,rule,safety_note,"""canonicalize","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon"", ""safety_note"": ""\""canonicalize""}","[""kind:safety_note"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:PHASE:/canon,value,phase,compiler,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon"", ""phase"": ""compiler""}","[""kind:phase"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:CATEGORY:/canon,value,category,/compile,"{""category"": ""/compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon""}","[""kind:category"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/canon,value,output_type,compile,"{""output_type"": ""compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/canon""}","[""kind:output_type"", ""parent:/canon""]",command_mode_prompt_compiler,/canon,41
ATOM:command_mode_prompt_compiler:PROFILE:/metadata,rule,command_profile,Metadata Builder,"{""aliases"": ""No sensitive data in metadata"", ""category"": """", ""command"": ""/metadata"", ""description"": ""Create vector metadata fields for upsert/filtering,RAG indexing"", ""intended_use"": ""metadata"", ""mode_name"": ""Metadata"", ""output_type"": ""compile"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""vector\"""", ""raw_line"": ""/metadata,Metadata,Metadata Builder,Create vector metadata fields for upsert/filtering,RAG indexing,metadata,compile,data,,No sensitive data in metadata,\""\""\""metadata\"",\""vector\""\""\"""", ""safety_note"": ""\""metadata"", ""short_label"": ""Metadata Builder""}","[""category:"", ""command:/metadata"", ""kind:command_profile"", ""mode_name:Metadata"", ""output_type:compile"", ""phase:data""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:ALIAS:/metadata:01,pattern,alias,No sensitive data in metadata,"{""alias"": ""No sensitive data in metadata"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/metadata""}","[""kind:alias"", ""parent:/metadata""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:RAGKW:/metadata:01,pattern,rag_keyword,"vector""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/metadata"", ""rag_keyword"": ""vector\""""}","[""kind:rag_keyword"", ""parent:/metadata""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:SAFETY:/metadata,rule,safety_note,"""metadata","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/metadata"", ""safety_note"": ""\""metadata""}","[""kind:safety_note"", ""parent:/metadata""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:PHASE:/metadata,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/metadata"", ""phase"": ""data""}","[""kind:phase"", ""parent:/metadata""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/metadata,value,output_type,compile,"{""output_type"": ""compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/metadata""}","[""kind:output_type"", ""parent:/metadata""]",command_mode_prompt_compiler,/metadata,42
ATOM:command_mode_prompt_compiler:PROFILE:/id,rule,command_profile,ID Builder,"{""aliases"": ""Avoid collisions; deterministic"", ""category"": ""/slug"", ""command"": ""/id"", ""description"": ""Create stable IDs/slugs for rows and artifacts,Stable indexing"", ""intended_use"": ""id_report"", ""mode_name"": ""ID"", ""output_type"": ""compile"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""stable keys\"""", ""raw_line"": ""/id,ID,ID Builder,Create stable IDs/slugs for rows and artifacts,Stable indexing,id_report,compile,data,\""\""\""/slug\""\""\"",Avoid collisions; deterministic,\""\""\""id\"",\""stable keys\""\""\"""", ""safety_note"": ""\""id"", ""short_label"": ""ID Builder""}","[""category:/slug"", ""command:/id"", ""kind:command_profile"", ""mode_name:ID"", ""output_type:compile"", ""phase:data""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:ALIAS:/id:01,pattern,alias,Avoid collisions,"{""alias"": ""Avoid collisions"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id""}","[""kind:alias"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:ALIAS:/id:02,pattern,alias,deterministic,"{""alias"": ""deterministic"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id""}","[""kind:alias"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:RAGKW:/id:01,pattern,rag_keyword,"stable keys""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id"", ""rag_keyword"": ""stable keys\""""}","[""kind:rag_keyword"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:SAFETY:/id,rule,safety_note,"""id","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id"", ""safety_note"": ""\""id""}","[""kind:safety_note"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:PHASE:/id,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id"", ""phase"": ""data""}","[""kind:phase"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:CATEGORY:/id,value,category,/slug,"{""category"": ""/slug"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id""}","[""kind:category"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/id,value,output_type,compile,"{""output_type"": ""compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/id""}","[""kind:output_type"", ""parent:/id""]",command_mode_prompt_compiler,/id,43
ATOM:command_mode_prompt_compiler:PROFILE:/kbmap,rule,command_profile,Knowledge Map Builder,"{""aliases"": ""No fabricated relationships"", ""category"": """", ""command"": ""/kbmap"", ""description"": ""Generate knowledge_map links between datasets/entities,Internal linking"", ""intended_use"": ""kb_map"", ""mode_name"": ""Knowledge"", ""output_type"": ""compile"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""edges\"""", ""raw_line"": ""/kbmap,Knowledge,Knowledge Map Builder,Generate knowledge_map links between datasets/entities,Internal linking,kb_map,compile,data,,No fabricated relationships,\""\""\""knowledge map\"",\""edges\""\""\"""", ""safety_note"": ""\""knowledge map"", ""short_label"": ""Knowledge Map Builder""}","[""category:"", ""command:/kbmap"", ""kind:command_profile"", ""mode_name:Knowledge"", ""output_type:compile"", ""phase:data""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:ALIAS:/kbmap:01,pattern,alias,No fabricated relationships,"{""alias"": ""No fabricated relationships"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/kbmap""}","[""kind:alias"", ""parent:/kbmap""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:RAGKW:/kbmap:01,pattern,rag_keyword,"edges""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/kbmap"", ""rag_keyword"": ""edges\""""}","[""kind:rag_keyword"", ""parent:/kbmap""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:SAFETY:/kbmap,rule,safety_note,"""knowledge map","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/kbmap"", ""safety_note"": ""\""knowledge map""}","[""kind:safety_note"", ""parent:/kbmap""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:PHASE:/kbmap,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/kbmap"", ""phase"": ""data""}","[""kind:phase"", ""parent:/kbmap""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/kbmap,value,output_type,compile,"{""output_type"": ""compile"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/kbmap""}","[""kind:output_type"", ""parent:/kbmap""]",command_mode_prompt_compiler,/kbmap,44
ATOM:command_mode_prompt_compiler:PROFILE:/link,rule,command_profile,Add,"{""aliases"": ""\""link"", ""category"": ""Links must be justifiable"", ""command"": ""/link"", ""description"": ""Add semantic links/edges between related rows,Graph enrichment,links_added"", ""intended_use"": ""compile"", ""mode_name"": ""Linker"", ""output_type"": ""data"", ""parse_reconstructed_from_len"": 13, ""phase"": ""/kbmap"", ""rag_keywords"": ""graph\"""", ""raw_line"": ""/link,Linker,Add,Add semantic links/edges between related rows,Graph enrichment,links_added,compile,data,\""\""\""/kbmap\""\""\"",Links must be justifiable,\""\""\""link\"",edges,\""graph\""\""\"""", ""safety_note"": ""edges"", ""short_label"": ""Add""}","[""category:Links must be justifiable"", ""command:/link"", ""kind:command_profile"", ""mode_name:Linker"", ""output_type:data"", ""phase:/kbmap""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:ALIAS:/link:01,pattern,alias,"""link","{""alias"": ""\""link"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link""}","[""kind:alias"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:RAGKW:/link:01,pattern,rag_keyword,"graph""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link"", ""rag_keyword"": ""graph\""""}","[""kind:rag_keyword"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:SAFETY:/link,rule,safety_note,edges,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link"", ""safety_note"": ""edges""}","[""kind:safety_note"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:PHASE:/link,value,phase,/kbmap,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link"", ""phase"": ""/kbmap""}","[""kind:phase"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:CATEGORY:/link,value,category,Links must be justifiable,"{""category"": ""Links must be justifiable"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link""}","[""kind:category"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/link,value,output_type,data,"{""output_type"": ""data"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/link""}","[""kind:output_type"", ""parent:/link""]",command_mode_prompt_compiler,/link,45
ATOM:command_mode_prompt_compiler:PROFILE:/dedupe,rule,command_profile,Detect,"{""aliases"": ""Do not delete unless asked"", ""category"": """", ""command"": ""/dedupe"", ""description"": ""Detect near-duplicates and exact duplicates,Clean dataset"", ""intended_use"": ""dedupe_report"", ""mode_name"": ""Deduplicator"", ""output_type"": ""validate"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""duplicates\"""", ""raw_line"": ""/dedupe,Deduplicator,Detect,Detect near-duplicates and exact duplicates,Clean dataset,dedupe_report,validate,data,,Do not delete unless asked,\""\""\""dedupe\"",\""duplicates\""\""\"""", ""safety_note"": ""\""dedupe"", ""short_label"": ""Detect""}","[""category:"", ""command:/dedupe"", ""kind:command_profile"", ""mode_name:Deduplicator"", ""output_type:validate"", ""phase:data""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:ALIAS:/dedupe:01,pattern,alias,Do not delete unless asked,"{""alias"": ""Do not delete unless asked"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/dedupe""}","[""kind:alias"", ""parent:/dedupe""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:RAGKW:/dedupe:01,pattern,rag_keyword,"duplicates""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/dedupe"", ""rag_keyword"": ""duplicates\""""}","[""kind:rag_keyword"", ""parent:/dedupe""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:SAFETY:/dedupe,rule,safety_note,"""dedupe","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/dedupe"", ""safety_note"": ""\""dedupe""}","[""kind:safety_note"", ""parent:/dedupe""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:PHASE:/dedupe,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/dedupe"", ""phase"": ""data""}","[""kind:phase"", ""parent:/dedupe""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/dedupe,value,output_type,validate,"{""output_type"": ""validate"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/dedupe""}","[""kind:output_type"", ""parent:/dedupe""]",command_mode_prompt_compiler,/dedupe,46
ATOM:command_mode_prompt_compiler:PROFILE:/merge,rule,command_profile,Merge,"{""aliases"": ""No silent overwrites"", ""category"": """", ""command"": ""/merge"", ""description"": ""Merge compatible artifacts or datasets into one,Consolidation"", ""intended_use"": ""merged_content"", ""mode_name"": ""Merger"", ""output_type"": ""transform"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""combine\"""", ""raw_line"": ""/merge,Merger,Merge,Merge compatible artifacts or datasets into one,Consolidation,merged_content,transform,data,,No silent overwrites,\""\""\""merge\"",\""combine\""\""\"""", ""safety_note"": ""\""merge"", ""short_label"": ""Merge""}","[""category:"", ""command:/merge"", ""kind:command_profile"", ""mode_name:Merger"", ""output_type:transform"", ""phase:data""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:ALIAS:/merge:01,pattern,alias,No silent overwrites,"{""alias"": ""No silent overwrites"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/merge""}","[""kind:alias"", ""parent:/merge""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:RAGKW:/merge:01,pattern,rag_keyword,"combine""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/merge"", ""rag_keyword"": ""combine\""""}","[""kind:rag_keyword"", ""parent:/merge""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:SAFETY:/merge,rule,safety_note,"""merge","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/merge"", ""safety_note"": ""\""merge""}","[""kind:safety_note"", ""parent:/merge""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:PHASE:/merge,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/merge"", ""phase"": ""data""}","[""kind:phase"", ""parent:/merge""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/merge,value,output_type,transform,"{""output_type"": ""transform"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/merge""}","[""kind:output_type"", ""parent:/merge""]",command_mode_prompt_compiler,/merge,47
ATOM:command_mode_prompt_compiler:PROFILE:/split,rule,command_profile,Split,"{""aliases"": ""Preserve source trace"", ""category"": """", ""command"": ""/split"", ""description"": ""Split a mixed artifact into atomic units,Atomization"", ""intended_use"": ""split_content"", ""mode_name"": ""Splitter"", ""output_type"": ""transform"", ""parse_reconstructed_from_len"": 12, ""phase"": ""data"", ""rag_keywords"": ""atomize\"""", ""raw_line"": ""/split,Splitter,Split,Split a mixed artifact into atomic units,Atomization,split_content,transform,data,,Preserve source trace,\""\""\""split\"",\""atomize\""\""\"""", ""safety_note"": ""\""split"", ""short_label"": ""Split""}","[""category:"", ""command:/split"", ""kind:command_profile"", ""mode_name:Splitter"", ""output_type:transform"", ""phase:data""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:ALIAS:/split:01,pattern,alias,Preserve source trace,"{""alias"": ""Preserve source trace"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/split""}","[""kind:alias"", ""parent:/split""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:RAGKW:/split:01,pattern,rag_keyword,"atomize""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/split"", ""rag_keyword"": ""atomize\""""}","[""kind:rag_keyword"", ""parent:/split""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:SAFETY:/split,rule,safety_note,"""split","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/split"", ""safety_note"": ""\""split""}","[""kind:safety_note"", ""parent:/split""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:PHASE:/split,value,phase,data,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/split"", ""phase"": ""data""}","[""kind:phase"", ""parent:/split""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/split,value,output_type,transform,"{""output_type"": ""transform"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/split""}","[""kind:output_type"", ""parent:/split""]",command_mode_prompt_compiler,/split,48
ATOM:command_mode_prompt_compiler:PROFILE:/changelog,rule,command_profile,Changelog Maker,"{""aliases"": ""No made-up changes"", ""category"": ""/diff"", ""command"": ""/changelog"", ""description"": ""Write a changelog entry for changes between versions,Release notes"", ""intended_use"": ""changelog"", ""mode_name"": ""Changelog"", ""output_type"": ""export"", ""parse_reconstructed_from_len"": 12, ""phase"": ""ops"", ""rag_keywords"": ""release\"""", ""raw_line"": ""/changelog,Changelog,Changelog Maker,Write a changelog entry for changes between versions,Release notes,changelog,export,ops,\""\""\""/diff\""\""\"",No made-up changes,\""\""\""changelog\"",\""release\""\""\"""", ""safety_note"": ""\""changelog"", ""short_label"": ""Changelog Maker""}","[""category:/diff"", ""command:/changelog"", ""kind:command_profile"", ""mode_name:Changelog"", ""output_type:export"", ""phase:ops""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:ALIAS:/changelog:01,pattern,alias,No made-up changes,"{""alias"": ""No made-up changes"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog""}","[""kind:alias"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:RAGKW:/changelog:01,pattern,rag_keyword,"release""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog"", ""rag_keyword"": ""release\""""}","[""kind:rag_keyword"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:SAFETY:/changelog,rule,safety_note,"""changelog","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog"", ""safety_note"": ""\""changelog""}","[""kind:safety_note"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:PHASE:/changelog,value,phase,ops,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog"", ""phase"": ""ops""}","[""kind:phase"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:CATEGORY:/changelog,value,category,/diff,"{""category"": ""/diff"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog""}","[""kind:category"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/changelog,value,output_type,export,"{""output_type"": ""export"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/changelog""}","[""kind:output_type"", ""parent:/changelog""]",command_mode_prompt_compiler,/changelog,49
ATOM:command_mode_prompt_compiler:PROFILE:/version,rule,command_profile,Version Bumper,"{""aliases"": ""Follow semver rules if specified"", ""category"": """", ""command"": ""/version"", ""description"": ""Bump version and record reasoning,Versioning"", ""intended_use"": ""version_bump"", ""mode_name"": ""Version"", ""output_type"": ""export"", ""parse_reconstructed_from_len"": 12, ""phase"": ""ops"", ""rag_keywords"": ""semver\"""", ""raw_line"": ""/version,Version,Version Bumper,Bump version and record reasoning,Versioning,version_bump,export,ops,,Follow semver rules if specified,\""\""\""version\"",\""semver\""\""\"""", ""safety_note"": ""\""version"", ""short_label"": ""Version Bumper""}","[""category:"", ""command:/version"", ""kind:command_profile"", ""mode_name:Version"", ""output_type:export"", ""phase:ops""]",command_mode_prompt_compiler,/version,50
ATOM:command_mode_prompt_compiler:ALIAS:/version:01,pattern,alias,Follow semver rules if specified,"{""alias"": ""Follow semver rules if specified"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/version""}","[""kind:alias"", ""parent:/version""]",command_mode_prompt_compiler,/version,50
ATOM:command_mode_prompt_compiler:RAGKW:/version:01,pattern,rag_keyword,"semver""","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/version"", ""rag_keyword"": ""semver\""""}","[""kind:rag_keyword"", ""parent:/version""]",command_mode_prompt_compiler,/version,50
ATOM:command_mode_prompt_compiler:SAFETY:/version,rule,safety_note,"""version","{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/version"", ""safety_note"": ""\""version""}","[""kind:safety_note"", ""parent:/version""]",command_mode_prompt_compiler,/version,50
ATOM:command_mode_prompt_compiler:PHASE:/version,value,phase,ops,"{""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/version"", ""phase"": ""ops""}","[""kind:phase"", ""parent:/version""]",command_mode_prompt_compiler,/version,50
ATOM:command_mode_prompt_compiler:OUTPUT_TYPE:/version,value,output_type,export,"{""output_type"": ""export"", ""parent"": ""ATOM:command_mode_prompt_compiler:PROFILE:/version""}","[""kind:output_type"", ""parent:/version""]",command_mode_prompt_compiler,/version,50
